Player,POS,Total FPTS,Avg FPTS
"Garrett Wilson WR • NYJ",WR,58,3.41
"Cardinals DST • ARI",DST,58,3.41
"Cole Kmet TE • CHI",TE,57,3.35
"Diontae Johnson WR • CLE",WR,55,4.23
"Evan Engram TE • DEN",TE,54,3.18
"Tee Higgins WR • CIN",WR,53,4.42
"Darius Slayton WR • NYG",WR,53,3.12
"Nick Mullens QB • JAC",QB,52,10.40
"Mark Andrews TE • BAL",TE,52,5.20
"Jake Ferguson TE • DAL",TE,52,3.06
"Anthony Richardson QB • IND",QB,51,12.75
"Tyrod Taylor QB • GB",QB,50,4.55
"Bailey Zappe QB • NYJ",QB,50,5.00
"Rhamondre Stevenson RB • NE",RB,50,4.17
"Dalton Schultz TE • HOU",TE,50,3.33
"Jimmy Garoppolo QB • LAR",QB,49,7.00
"Curtis Samuel WR • BUF",WR,49,3.06
"Christian Kirk WR • SF",WR,48,4.00
"Hunter Henry TE • NE",TE,48,3.43
"Aaron Jones RB • MIN",RB,47,4.27
"Drake London WR • ATL",WR,46,2.88
"DJ Chark WR • ATL",WR,46,3.07
"Josh Reynolds WR • NYJ",WR,46,2.71
"D'Onta Foreman RB • CLE",RB,45,5.00
"Trey McBride TE • ARI",TE,45,2.65
"Taylor Heinicke QB • LAC",QB,44,8.80
"Khalil Herbert RB • NYJ",RB,44,3.67
"Graham Gano K • NYG",K,44,5.50
"Easton Stick QB • IND",QB,43,8.60
"Isaiah Likely TE • NYG",TE,43,2.53
"Alexander Mattison RB • MIA",RB,42,2.62
"Marquise Brown WR • PHI",WR,42,3.00
"Christian Watson WR • GB",WR,42,4.67
"Jaxon Smith-Njigba WR • SEA",WR,41,2.41
"Dontayvion Wicks WR • PHI",WR,40,2.67
"Mitch Trubisky QB • TEN",QB,39,7.80
"Tyjae Spears RB • TEN",RB,39,2.29
"Odell Beckham Jr. WR • NYG",WR,39,2.79
"Jonnu Smith TE • PIT",TE,39,2.29
"Justice Hill RB • BAL",RB,38,2.38
"Michael Wilson WR • ARI",WR,38,2.92
"Jahan Dotson WR • ATL",WR,38,2.24
"Tyson Bagent QB • CHI",QB,37,7.40
"Tutu Atwell WR • MIA",WR,37,2.31
"Jerry Jeudy WR • CLE",WR,37,2.31
"Josh Downs WR • IND",WR,37,2.18
"Dallas Goedert TE • PHI",TE,37,2.64
"Brandon Johnson WR • LV",WR,36,2.77
"Kendrick Bourne WR • ARI",WR,36,4.50
"Kyle Pitts TE • ATL",TE,36,2.12
"AJ Dillon RB • CAR",RB,35,2.33
"Noah Brown WR • WAS",WR,35,3.50
"Cade Otton TE • TB",TE,35,2.06
"Ty Chandler RB • NO",RB,34,2.00
"Demarcus Robinson WR • SF",WR,34,2.12
"Josh Palmer WR • BUF",WR,34,3.40
"Rico Dowdle RB • PIT",RB,33,2.06
"Nelson Agholor WR • BAL",WR,33,1.94
"Khalil Shakir WR • BUF",WR,33,1.94
"Dalton Kincaid TE • BUF",TE,33,2.06
"Juwan Johnson TE • NO",TE,33,2.54
"Daniel Jones QB • IND",QB,32,5.33
"Tyler Boyd WR • TEN",WR,32,1.88
"Dameon Pierce RB • PHI",RB,31,2.21
"Justin Watson WR • HOU",WR,31,1.94
"A.T. Perry WR • PIT",WR,31,3.10
"K.J. Osborn WR • TEN",K,31,1.94
"Nick Westbrook-Ikhine WR • IND",WR,31,2.21
"Mason Rudolph QB • PIT",QB,30,7.50
"Keaton Mitchell RB • LAC",RB,30,3.75
"Jaleel McLaughlin RB • DEN",RB,30,1.76
"Alec Pierce WR • IND",WR,30,1.76
"Donald Parham Jr. TE • PIT",TE,30,2.14
"Antonio Gibson RB • NE",RB,29,1.81
"Jameson Williams WR • DET",WR,29,2.42
"Wan'Dale Robinson WR • TEN",WR,28,1.87
"Elijah Moore WR • PHI",WR,28,1.65
"KaVontae Turpin WR • DAL",WR,27,1.69
"Gerald Everett TE • CHI",TE,27,1.80
"Andrei Iosivas WR • CIN",WR,26,1.62
"Kenneth Gainwell RB • TB",RB,25,1.56
"Andrew Beck RB • NYJ",RB,25,1.67
"Trey Palmer WR • NO",WR,25,1.47
"Cedrick Wilson Jr. WR • DET",WR,25,1.67
"Mike Badgley K • BUF",K,25,6.25
"Marvin Mims WR • DEN",WR,24,1.50
"Tre Tucker WR • LV",WR,24,1.50
"David Bell WR • CLE",WR,24,1.60
"Tyler Higbee TE • LAR",TE,24,1.60
"Joshua Kelley RB • TEN",RB,23,1.35
"Zamir White RB • LV",RB,23,1.35
"Emari Demercado RB • KC",RB,23,1.64
"Michael Gallup WR • WAS",WR,23,1.35
"Jordan Mason RB • MIN",RB,22,1.29
"Lil'Jordan Humphrey WR • DEN",WR,22,1.29
"Quentin Johnston WR • LAC",WR,22,1.29
"Tucker Kraft TE • GB",TE,22,1.29
"Tommy Tremble TE • CAR",TE,22,1.38
"Pat Freiermuth TE • PIT",TE,22,1.83
"Mo Alie-Cox TE • IND",TE,22,1.29
"Darren Waller TE • MIA",TE,22,1.83
"Drew Lock QB • SEA",QB,21,5.25
"Roschon Johnson RB • CHI",RB,21,1.40
"Royce Freeman RB • LAC",RB,21,1.50
"Zay Jones WR • ARI",WR,21,2.33
"Jake Bobo WR • SEA",WR,21,1.24
"Michael Mayer TE • LV",TE,21,1.50
"Adam Trautman TE • DEN",TE,21,1.24
"Carson Wentz QB • MIN",QB,20,10.00
"Zach Charbonnet RB • SEA",RB,20,1.25
"Clyde Edwards-Helaire RB • KC",RB,20,1.33
"Greg Dortch WR • DET",WR,20,1.25
"Isaiah Hodgins WR • NYG",WR,20,1.18
"Chigoziem Okonkwo TE • WAS",TE,20,1.18
"Trevor Siemian QB • ATL",QB,19,3.80
"Samaje Perine RB • CIN",RB,19,1.12
"Elijah Mitchell RB • PHI",RB,19,1.73
"Noah Gray TE • KC",TE,19,1.12
"Harrison Bryant TE • SEA",TE,19,1.12
"Sam Darnold QB • SEA",QB,18,1.80
"Jarrett Stidham QB • DEN",QB,18,6.00
"Miles Sanders RB • DAL",RB,18,1.12
"Chris Rodriguez Jr. RB • JAC",RB,18,1.38
"Xavier Gipson WR • NYG",WR,18,1.06
"Ronnie Bell WR • NO",WR,18,1.06
"Jalen Tolbert WR • MIA",WR,18,1.06
"Kalif Raymond WR • CHI",WR,18,1.06
"Robert Woods WR • PIT",WR,18,1.29
"Andy Dalton QB • PHI",QB,17,5.67
"Cam Akers RB • SEA",RB,17,2.43
"Mike Williams WR • LAC",WR,17,5.67
"Darnell Mooney WR • NYG",WR,17,1.13
"Calvin Austin III WR • NYG",WR,17,1.00
"Brevin Jordan TE • HOU",TE,17,1.21
"Dawson Knox TE • BUF",TE,17,1.42
"Tyler Conklin TE • DET",TE,17,1.00
"Colby Parkinson TE • LAR",TE,17,1.00
"Luke Musgrave TE • GB",TE,17,1.55
"Chase Brown RB • CIN",RB,16,1.33
"Olamide Zaccheaus WR • ATL",WR,16,0.94
"Josh Oliver TE • MIN",TE,16,0.94
"Mike Gesicki TE • CIN",TE,16,0.94
"Jacoby Brissett QB • ARI",QB,15,5.00
"Tyler Huntley QB • BAL",QB,15,3.00
"Kyle Juszczyk RB • SF",RB,15,0.88
"Marquez Valdes-Scantling WR • DAL",WR,15,0.94
"Trenton Irwin WR • NYJ",WR,15,0.94
"Demario Douglas WR • NE",WR,15,1.07
"Parker Washington WR • JAC",WR,15,1.67
"Deonte Harty WR • BAL",WR,15,0.94
"Pierre Strong Jr. RB • GB",RB,14,0.82
"Salvon Ahmed RB • CHI",RB,14,1.75
"Jamal Agnew WR • ATL",WR,14,1.27
"Rashod Bateman WR • BAL",WR,14,0.88
"Jauan Jennings WR • MIN",WR,14,1.08
"Ihmir Smith-Marsette WR • ARI",WR,14,0.82
"Brandon Powell WR • MIN",WR,14,0.82
"Drew Sample TE • CIN",TE,14,0.82
"Pharaoh Brown TE • ARI",TE,14,0.82
"Andrew Ogletree TE • IND",TE,14,1.17
"Kendre Miller RB • NO",RB,13,1.62
"Jamaal Williams RB • NO",RB,13,1.00
"Tank Bigsby RB • PHI",RB,13,0.76
"JuJu Smith-Schuster WR • NYG",WR,13,1.18
"Tanner Hudson TE • CIN",TE,13,1.08
"Kylen Granson TE • TEN",TE,13,0.87
"Dorian Thompson-Robinson QB • PHI",QB,12,1.50
"Davis Mills QB • HOU",QB,12,2.00
"Jalin Hyatt WR • NYG",WR,12,0.71
"Allen Lazard WR • NYJ",WR,12,0.86
"Luke Schoonmaker TE • DAL",TE,12,0.71
"Noah Fant TE • NO",TE,12,0.71
"Jeff Driskel QB • WAS",QB,11,11.00
"Jameis Winston QB • NYG",QB,11,1.57
"Craig Reynolds RB • NE",RB,11,0.65
"Robbie Chosen WR • WAS",WR,11,1.22
"Dyami Brown WR • WAS",WR,11,0.65
"Skyy Moore WR • GB",WR,11,0.79
"Cordarrelle Patterson RB • PIT",RB,10,0.71
"Michael Carter RB • TEN",RB,10,0.67
"Quez Watkins WR • PHI",WR,10,1.11
"David Moore WR • CAR",WR,10,1.43
"Chris Moore WR • BAL",WR,10,0.59
"Braxton Berrios WR • NYG",WR,10,0.62
"Zach Ertz TE • WAS",TE,10,1.43
"Stone Smartt TE • PHI",TE,10,0.62
"Clayton Tune QB • GB",QB,9,1.29
"Kevin Harris RB • JAC",RB,9,2.25
"Ty Johnson RB • BUF",RB,9,0.90
"Jonathan Mingo WR • DAL",WR,9,0.60
"Jalen Reagor WR • MIA",WR,9,0.82
"Jamison Crowder WR • WAS",WR,9,0.53
"Hayden Hurst TE • LAC",TE,9,1.00
"Davis Allen TE • LAR",TE,9,0.60
"Elijah Higgins TE • ARI",TE,9,0.82
"Johnny Mundt TE • PHI",TE,9,0.53
"Foster Moreau TE • HOU",TE,9,0.60
"Durham Smythe TE • BAL",TE,9,0.56
"Case Keenum QB • CHI",QB,8,4.00
"Tim Boyle QB • TEN",QB,8,2.67
"C.J. Beathard QB • DET",QB,8,1.14
"Darrynton Evans RB • BUF",RB,8,1.14
"River Cracraft WR • WAS",WR,8,0.80
"Derius Davis WR • LAC",WR,8,0.47
"Malik Heath WR • ATL",WR,8,0.62
"Lucas Krull TE • DEN",TE,8,1.14
"Irv Smith TE • HOU",TE,8,0.67
"Will Dissly TE • LAC",TE,8,0.50
"Marcus Mariota QB • WAS",QB,7,2.33
"Mike White QB • CAR",QB,7,1.17
"Nick Chubb RB • HOU",RB,7,3.50
"Patrick Ricard RB • NYG",RB,7,0.41
"D.J. Montgomery WR • IND",WR,7,1.00
"Deven Thompkins WR • BUF",WR,7,0.41
"Mack Hollins WR • NE",WR,7,0.54
"Jason Brownlee WR • KC",WR,7,1.00
"Charlie Jones WR • CIN",WR,7,0.64
"Josh Whyle TE • GB",TE,7,0.64
"Brenton Strange TE • JAC",TE,7,0.50
"Hunter Luepke RB • DAL",RB,6,0.35
"J.K. Dobbins RB • DEN",K,6,6.00
"Simi Fehoko WR • ARI",WR,6,1.00
"Trent Sherfield WR • BUF",WR,6,0.35
"Sterling Shepard WR • TB",WR,6,0.40
"Tylan Wallace WR • CLE",WR,6,0.55
"Gunner Olszewski WR • NYG",WR,6,0.50
"Keith Kirkwood WR • BAL",WR,6,0.46
"Tyler Johnson WR • DAL",WR,6,6.00
"Treylon Burks WR • WAS",WR,6,0.55
"Ben Skowronek WR • PIT",WR,6,0.35
"MyCole Pruitt TE • PIT",TE,6,0.35
"Ben Sims TE • MIA",TE,6,0.35
"Charlie Kolar TE • LAC",TE,6,0.40
"Marcedes Lewis TE • DEN",TE,6,0.35
"Ko Kieft TE • TB",TE,6,0.38
"Lawrence Cager TE • WAS",TE,6,0.55
"Brock Wright TE • DET",TE,6,0.43
"Quintin Morris TE • JAC",TE,6,0.40
"C.J. Uzomah TE • PHI",TE,6,0.50
"Cedric Tillman WR • CLE",WR,5,0.36
"Khadarel Hodge WR • ATL",WR,5,0.29
"Daniel Bellinger TE • TEN",TE,5,0.29
"Jeff Wilson RB • MIA",RB,4,0.40
"Trey Sermon RB • PIT",RB,4,0.29
"Chase Edmonds RB • WAS",RB,4,0.31
"Kyle Philips WR • LV",WR,4,0.44
"Hunter Renfrow WR • CAR",WR,4,0.24
"Allen Robinson WR • DET",WR,4,0.24
"Will Mallory TE • IND",TE,4,0.33
"Austin Seibert K • WAS",K,4,4.00
"Ronnie Rivers RB • LAR",RB,3,0.33
"Raheem Blackshear RB • NYJ",RB,3,0.25
"D'Ernest Johnson RB • NE",RB,3,0.18
"Patrick Taylor RB • SF",RB,3,0.27
"Christopher Brooks RB • GB",RB,3,0.33
"Dare Ogunbowale RB • HOU",RB,3,0.25
"Terrace Marshall Jr. WR • MIA",WR,3,0.33
"Mecole Hardman WR • BUF",WR,3,0.27
"Samori Toure WR • PHI",WR,3,0.27
"Luke Farrell TE • SF",TE,3,0.18
"Jeremy Ruckert TE • NYJ",TE,3,0.20
"Brett Rypien QB • MIN",QB,2,1.00
"Jaren Hall QB • SEA",QB,2,0.67
"Isaiah Spiller RB • LV",RB,2,0.22
"Israel Abanikanda RB • DAL",RB,2,0.33
"Michael Burton RB • CLE",RB,2,0.12
"Tyler Goodson RB • ATL",RB,2,0.33
"Trishton Jackson WR • ARI",WR,2,0.29
"Van Jefferson WR • WAS",WR,2,0.12
"Donovan Peoples-Jones WR • NO",WR,2,0.13
"Austin Hooper TE • ATL",TE,2,0.12
"Cole Turner TE • MIA",TE,2,0.17
"Cooper Rush QB • BAL",QB,1,0.14
"Malik Willis QB • MIA",QB,1,0.33
"Alec Ingold RB • LAC",RB,1,0.06
"Gary Brightwell RB • CIN",RB,1,0.14
"Eric Gray RB • NYG",RB,1,0.08
"Keaontay Ingram RB • KC",RB,1,0.12
"Ameer Abdullah RB • JAC",RB,1,0.06
"Emanuel Wilson RB • SEA",RB,1,0.14
"Mike Strachan WR • WAS",WR,1,0.25
"Elijah Cooks WR • NO",WR,1,0.11
"Tyquan Thornton WR • KC",WR,1,0.11
"Britain Covey WR • PHI",WR,1,0.06
"Laviska Shenault Jr. WR • BUF",WR,1,0.12
"Tim Jones WR • JAC",WR,1,0.06
"Xavier Hutchinson WR • HOU",WR,1,0.06
"Jalen Brooks WR • ARI",WR,1,0.14
"Tyler Scott WR • LAR",WR,1,0.06
"Rakim Jarrett WR • PIT",WR,1,0.10
"Justyn Ross WR • KC",WR,1,0.10
"John Metchie III WR • CAR",WR,1,0.06
"Steven Sims WR • ARI",WR,1,0.33
"Ray-Ray McCloud WR • NYG",WR,1,0.08
"Payne Durham TE • TB",TE,1,0.08
"Geoff Swaim TE • CLE",TE,1,0.07
"Kenny Yeboah TE • ARI",TE,1,0.20
"Robert Tonyan TE • PIT",TE,1,0.06
"Ian Thomas TE • LV",TE,1,0.08
"Connor Heyward TE • LV",TE,1,0.06
"John Bates TE • WAS",TE,1,0.06
"Jordan Akins TE • JAC",TE,1,0.06
"Josiah Deguara TE • ARI",TE,1,0.07
"Nolan Henderson QB • BAL",QB,0,
"Hunter Dekkers QB • NO",QB,0,
"Ryan Willis QB • CHI",QB,0,
"Dalyn Williams QB • CHI",QB,0,
"Levi Lewis QB • SEA",QB,0,
"Carson Beck QB • ARI",QB,0,
"Will Grier QB • CAR",QB,0,
"Jalon Daniels QB • TB",QB,0,
"Devin Leary QB • BAL",QB,0,
"Jack Plummer QB • CAR",QB,0,
"Matt Johnson QB • CIN",QB,0,
"Dresser Winn QB • LAR",QB,0,
"Jordan Ta'amu-Perifanos QB • MIN",QB,0,
"J.J. McCarthy QB • MIN",QB,0,
"Colby Suits QB • NYJ",QB,0,
"Brandon Peters QB • LAC",QB,0,
"Matt Corral QB • MIN",QB,0,
"J.T. Barrett QB • PIT",QB,0,
"Sam Ehlinger QB • DEN",QB,0,0.00
"Taylor Elgersma QB • GB",QB,0,
"Jalen Milroe QB • SEA",QB,0,
"Kyle Allen QB • BUF",QB,0,0.00
"Connor Bazelak QB • TB",QB,0,
"Collin Klein QB • FA",QB,0,
"Graham Mertz QB • HOU",QB,0,
"Luis Perez QB • LAC",QB,0,
"Jake Fromm QB • DET",QB,0,
"Caleb Williams QB • CHI",QB,0,
"Kyle McCord QB • GB",QB,0,
"Max Brosmer QB • MIN",QB,0,
"Jack Strand QB • ATL",QB,0,
"Hendon Hooker QB • TEN",QB,0,
"Teddy Bridgewater QB • DET",QB,0,0.00
"Nate Stanley QB • MIN",QB,0,
"Brady Cook QB • NYJ",QB,0,
"Cole Payton QB • PHI",QB,0,
"Shedeur Sanders QB • CLE",QB,0,
"Logan Woodside QB • ARI",QB,0,0.00
"Bryce Perkins QB • CAR",QB,0,
"Aaron Rodgers QB • PIT",QB,0,0.00
"Tanner McKee QB • PHI",QB,0,
"Josh Woodrum QB • WAS",QB,0,
"Rocky Lombardi QB • CIN",QB,0,
"Trey Lance QB • LAC",QB,0,
"Luke Altmyer QB • DET",QB,0,
"Jack Coan QB • IND",QB,0,
"Danny Etling QB • GB",QB,0,
"Kenji Bahar QB • BAL",QB,0,
"Riley Leonard QB • IND",QB,0,
"Nathan Rourke QB • ATL",QB,0,
"Brett Gabbert QB • MIA",QB,0,
"Fernando Mendoza QB • LV",QB,0,
"Jalen Morton QB • IND",QB,0,
"Drew Allar QB • PIT",QB,0,
"Austin Reed QB • CHI",QB,0,
"Taryn Christion QB • PIT",QB,0,
"Brian Lewerke QB • NYG",QB,0,
"Skylar Thompson QB • BAL",QB,0,
"Will Howard QB • PIT",QB,0,
"Nick Stevens QB • DEN",QB,0,
"Bo Nix QB • DEN",QB,0,
"K.J. Costello QB • NO",K,0,
"Cam Ward QB • TEN",QB,0,
"Kyle Sloter QB • JAC",QB,0,
"DJ Uiagalelei QB • LAC",QB,0,
"Chase Litton QB • JAC",QB,0,
"Kyron Drones QB • GB",QB,0,
"Reid Sinnett QB • CIN",QB,0,
"Kurtis Rourke QB • SF",QB,0,
"Michael Pratt QB • TB",QB,0,
"Griffin Neal QB • NO",QB,0,
"Eric Dungey QB • CIN",QB,0,
"Davis Cheek QB • CAR",QB,0,
"Athan Kaliakmanis QB • WAS",QB,0,
"Casey Bauman QB • LAC",QB,0,
"Nick Fitzgerald QB • TB",QB,0,
"Steven Montez QB • DET",QB,0,
"Ty Simpson QB • LAR",QB,0,
"Chevan Cordeiro QB • SEA",QB,0,
"Nate Sudfeld QB • SF",QB,0,
"John Wolford QB • MIN",QB,0,
"Gavin Hardison QB • MIA",QB,0,
"Alex McGough QB • GB",QB,0,
"Seth Henigan QB • IND",QB,0,
"Tyler Shough QB • NO",QB,0,
"Manny Wilkins QB • GB",QB,0,
"Kedon Slovis QB • ARI",QB,0,
"Jason Bean QB • IND",QB,0,
"Jarrett Guarantano QB • DEN",QB,0,
"Jake Haener QB • KC",QB,0,
"Ryan Williams QB • GB",QB,0,
"Jayden Daniels QB • WAS",QB,0,
"Joey Aguilar QB • JAC",QB,0,
"Kyle Trask QB • ATL",QB,0,0.00
"Spencer Rattler QB • NO",QB,0,
"Mark Gronowski QB • MIA",QB,0,
"Carter Bradley QB • JAC",QB,0,
"Cole McDonald QB • ARI",QB,0,
"Austin Aune QB • ATL",QB,0,
"Jacob Clark QB • LV",QB,0,
"Payton Thorne QB • CIN",QB,0,
"Diego Pavia QB • BAL",QB,0,
"James Blackman QB • MIA",QB,0,
"John Paddock QB • ATL",QB,0,
"Jaxson Dart QB • NYG",QB,0,
"Max Duggan QB • LAC",QB,0,
"Brandon Bridge QB • FA",QB,0,
"Cade Klubnik QB • NYJ",QB,0,
"Stetson Bennett QB • LAR",QB,0,
"Dillon Gabriel QB • CLE",QB,0,
"Jamie Newman QB • PHI",QB,0,
"Dustin Crum QB • KC",QB,0,
