Team,POS,Player,Salary,ELIG,Total FPTS,Active FPTS
"EGYPTIAN MAGICIANS",DST,"Eagles DST • PHI",2,DST,,
"EGYPTIAN MAGICIANS",QB,"Carson Wentz QB • KC",11,QB,,
"EGYPTIAN MAGICIANS",WR,"Will Fuller WR •",14,WR,,
"EGYPTIAN MAGICIANS",K,"Harrison Butker K • KC",2,K,,
"EGYPTIAN MAGICIANS",RES,"Jared Goff QB • DET",6,QB,,
"EGYPTIAN MAGICIANS",TE,"Tyler Eifert TE •",2,TE,,
"EGYPTIAN MAGICIANS",RES,"Sony Michel RB •",7,RB,,
"EGYPTIAN MAGICIANS",RES,"Greg Olsen TE •",15,TE,,
"EGYPTIAN MAGICIANS",RES,"Allen Robinson WR • DET",11,WR,,
"EGYPTIAN MAGICIANS",RES,"Rashaad Penny RB •",2,RB,,
"EGYPTIAN MAGICIANS",RES,"Mike Williams WR • LAC",1,WR,,
"EGYPTIAN MAGICIANS",RES,"Dez Bryant WR •",10,WR,,
"KENTUCKY FOOTBALL CLUB",QB,"Kirk Cousins QB • ATL",10,QB,,
"KENTUCKY FOOTBALL CLUB",RES,"Jimmy Garoppolo QB • LAR",9,QB,,
"KENTUCKY FOOTBALL CLUB",RB,"Joe Mixon RB • HOU",36,RB,,
"KENTUCKY FOOTBALL CLUB",WR,"A.J. Green WR •",46,WR,,
"KENTUCKY FOOTBALL CLUB",RB,"Alex Collins RB •",29,RB,,
"KENTUCKY FOOTBALL CLUB",WR,"Jordy Nelson WR •",11,WR,,
"KENTUCKY FOOTBALL CLUB",WR,"Jarvis Landry WR •",18,WR,,
"KENTUCKY FOOTBALL CLUB",RES,"Josh Gordon WR •",22,WR,,
"KENTUCKY FOOTBALL CLUB",RES,"Drew Brees QB •",15,QB,,
"KENTUCKY FOOTBALL CLUB",TE,"Jimmy Graham TE • NO",53,TE,,
"KENTUCKY FOOTBALL CLUB",RES,"Chris Hogan WR •",27,WR,,
"KENTUCKY FOOTBALL CLUB",DST,"Broncos DST • DEN",2,DST,,
"KENTUCKY FOOTBALL CLUB",RES,"Calvin Ridley WR • TEN",2,WR,,
"KENTUCKY FOOTBALL CLUB",RES,"Steelers DST • PIT",1,DST,,
"KENTUCKY FOOTBALL CLUB",K,"Justin Tucker K • BAL",3,K,,
"KENTUCKY FOOTBALL CLUB",RES,"Alshon Jeffery WR •",16,WR,,
