Player,POS,Total FPTS,Avg FPTS
"Daijun Edwards RB • PIT",RB,0,
"Kentrel Bullock RB • CIN",RB,0,
"Nicholas Singleton RB • TEN",RB,0,
"Adam Prentice RB • DEN",RB,0,0.00
"British Brooks RB • HOU",RB,0,
"Breece Hall RB • NYJ",RB,0,
"CJ Donaldson RB • NO",RB,0,
"Jawon Chisholm RB • PIT",RB,0,
"Myles Montgomery RB • NE",RB,0,
"James Butler RB • LV",RB,0,
"Christian Wade RB • BUF",RB,0,
"George Holani RB • SEA",RB,0,
"Damien Martinez RB • GB",RB,0,
"Jordan James RB • SF",RB,0,
"Rachaad White RB • WAS",RB,0,
"Zach Ojile RB • MIN",RB,0,
"Jacardia Wright RB • SEA",RB,0,
"Emmett Johnson RB • KC",RB,0,
"John Kelly RB • CLE",RB,0,0.00
"Aidan Robbins RB • CLE",RB,0,
"B.J. Catalon RB • FA",RB,0,
"Micah Bernard RB • NE",RB,0,
"Devon Ramsay RB • FA",RB,0,
"Tyreik McAllister RB • LV",RB,0,
"Adam Choice RB • SEA",RB,0,
"Alfonzo Graham RB • PIT",RB,0,
"Jaylen Wright RB • MIA",RB,0,
"Nate Carter RB • ATL",RB,0,
"Sean Tucker RB • TB",RB,0,
"Garrett Groshek RB • MIN",RB,0,
"Cody Schrader RB • DEN",RB,0,
"De'Von Achane RB • MIA",RB,0,
"Darius Clark RB • CAR",RB,0,
"Bryant Koback RB • SEA",RB,0,
"Darrynton Evans RB • BUF",RB,0,0.00
"Khalfani Muhammad RB • ARI",RB,0,
"Cam Skattebo RB • NYG",RB,0,
"Zonovan Knight RB • ARI",RB,0,
"Rodney Anderson RB • CIN",RB,0,
"Bhayshul Tuten RB • JAC",RB,0,
"Ahmani Marshall RB • CLE",RB,0,
"Kamryn Pettway RB • MIN",RB,0,
"Chase Brown RB • CIN",RB,0,
"Will Shipley RB • PHI",RB,0,
"Nick Sharga RB • LV",RB,0,
"Trent Pennix RB • IND",RB,0,
"Elijah Young RB • BUF",RB,0,
"Xazavian Valladay RB • MIN",RB,0,
"Kyren Williams RB • LAR",RB,0,
"Trey Benson RB • ARI",RB,0,
"Carlos Washington Jr. RB • MIA",RB,0,
"Roman Hemby RB • LV",RB,0,
"Velus Jones Jr. RB • SEA",RB,0,
"Marcus Yarns RB • NO",RB,0,
"Blake Corum RB • LAR",RB,0,
"Max Hurleman RB • PIT",RB,0,
"Lawrance Toafili RB • NYJ",RB,0,
"Pierre Strong Jr. RB • GB",RB,0,
"Dy'Shawn Mobley RB • CIN",RB,0,
"Keilan Robinson RB • NYJ",RB,0,
"Eli Wilson RB • CLE",RB,0,
"Isiah Pacheco RB • DET",RB,0,
"Frank Gore Jr. RB • BUF",RB,0,
"Master Teague III RB • PIT",RB,0,
"J.C. Copeland RB • NYJ",RB,0,
"Ben VanSumeren RB • BUF",RB,0,
"Dee Hart RB • FA",RB,0,
"Kejon Owens RB • MIN",RB,0,
"Tyler Gaffney RB • NE",RB,0,
"Tyler Goodson RB • ATL",RB,0,
"Quinshon Judkins RB • CLE",RB,0,
"Carson Steele RB • PHI",RB,0,
"Ronald Awatt RB • SF",RB,0,
"Xavier Turner RB • SEA",RB,0,
"Dylan Laube RB • LV",RB,0,
"Ian Wheeler RB • BUF",RB,0,
"Bucky Irving RB • TB",RB,0,
"CJ Verdell RB • IND",RB,0,
"Hassan Haskins RB • LAC",RB,0,
"Ashton Jeanty RB • LV",RB,0,
"Jacob Saylors RB • DET",RB,0,
"Tre Harbison III RB • CLE",RB,0,
"Tyrion Davis-Price RB • GB",RB,0,
"Aca'Cedric Ware RB • TB",RB,0,
"Kaytron Allen RB • WAS",RB,0,
"Darnell Holland RB • NO",RB,0,
"Kenneth Walker III RB • KC",RB,0,
"Deuce Vaughn RB • DEN",RB,0,
"Tre Stewart RB • MIN",RB,0,
"Camerun Peoples RB • CAR",RB,0,
"Jack Colletto RB • PIT",RB,0,
"Jaydon Blue RB • DAL",RB,0,
"Kenneth Harper RB • NYG",RB,0,
"Ray Davis RB • BUF",RB,0,
"Markese Stepp RB • NYJ",RB,0,
"Jaylen Warren RB • PIT",RB,0,
"Jonah Coleman RB • DEN",RB,0,
"ZaQuandre White RB • MIA",RB,0,
"George Aston RB • NYG",RB,0,
"Chris Collier RB • LV",RB,0,
"Quali Conley RB • CIN",RB,0,
"Corey Taylor II RB • CLE",RB,0,
"Nay'Quan Wright RB • IND",RB,0,
"BJ Emmons RB • HOU",RB,0,
"Christopher Brooks RB • GB",RB,0,
"Patrick Carr RB • SEA",RB,0,
"Rushawn Baker RB • NE",RB,0,
"DJ Williams RB • TB",RB,0,
"Jackson Acker RB • BUF",RB,0,
"Miles Davis RB • CAR",RB,0,
"Ellis Merriweather RB • GB",RB,0,
"Jaydn Ott RB • KC",RB,0,
"Keaton Mitchell RB • LAC",RB,0,
"Phil Mafah RB • DAL",RB,0,
"Anderson Castle RB • IND",RB,0,
"Zach Charbonnet RB • SEA",RB,0,
"James Cook RB • BUF",RB,0,
"Tyrone Tracy Jr. RB • NYG",RB,0,
"Max Borghi RB • PIT",RB,0,
"Austin Jones RB • WAS",RB,0,
"Kye Robichaux RB • DET",RB,0,
"Mark Thompson RB • LV",RB,0,
"Eric Gray RB • NYG",RB,0,
"Brock Lampe RB • NE",RB,0,
"Kenny McIntosh RB • SEA",RB,0,
"Elijah Collins RB • CIN",RB,0,
"Shermari Jones RB • CIN",RB,0,
"Wayne Taulapapa RB • SEA",RB,0,
"Abram Smith RB • MIN",RB,0,
"Deshaun Fenwick RB • GB",RB,0,
"Toriano Clinton RB • IND",RB,0,
"Tahj Brooks RB • CIN",RB,0,
"Adam Randall RB • BAL",RB,0,
"John Lovett RB • PIT",RB,0,
"Kobe Lewis RB • SEA",RB,0,
"Theo Wease Jr. WR • MIA",WR,0,
"Rashon Ceaser WR • TEN",WR,0,
"Damon Hazelton WR • HOU",WR,0,
"Devonte Ross WR • LAC",WR,0,
"Rashad Rochelle WR • SEA",WR,0,
"Jonathon Rumph WR • NYJ",WR,0,
"Joseph Scates WR • JAC",WR,0,
"Connor Wedington WR • SEA",WR,0,
"Xavier Gipson WR • NYG",WR,0,
"Ryan McDaniel WR • JAC",WR,0,
"Taysir Mack WR • SF",WR,0,
"Gage Larvadain WR • CLE",WR,0,
"Elijah Sarratt WR • BAL",WR,0,
"Slade Bolden WR • ATL",WR,0,
"A.J. Richardson WR • ARI",WR,0,
"A.T. Perry WR • PIT",WR,0,
"Jordan Bly WR • NYG",WR,0,
"Dominic Lovett WR • DET",WR,0,
"Erik Ezukanma WR • PHI",WR,0,
"Tetairoa McMillan WR • CAR",WR,0,
"Trevon Bradford WR • LAC",WR,0,
"Dareke Young WR • LV",WR,0,
"Traeshon Holden WR • DAL",WR,0,
"Jalen Virgil WR • BUF",WR,0,
"Praise Olatoke WR • CAR",WR,0,
"Tyquan Thornton WR • KC",WR,0,
"Kevin Kassis WR • SEA",WR,0,
"Reggie Virgil WR • ARI",WR,0,
"Julian Hicks WR • GB",WR,0,
"Dean Patterson WR • TB",WR,0,
"Ronnie Bell WR • NO",WR,0,
"Jalen Sample WR • WAS",WR,0,
"Michael Briscoe WR • MIN",WR,0,
"Jamari Thrash WR • CLE",WR,0,
"Thomas Ives WR • CHI",WR,0,
"Artavis Scott WR • HOU",WR,0,
"Hamze El-Zayat WR • NYJ",WR,0,
"Lideatrick Griffin WR • GB",WR,0,
"Michael Young Jr. WR • HOU",WR,0,
"Bryson Green WR • ARI",WR,0,
"Isaac TeSlaa WR • DET",WR,0,
"Josh Pearson WR • TB",WR,0,
"Demetris Robertson WR • SEA",WR,0,
"Bailey Gaither WR • BAL",WR,0,
"Dylan Drummond WR • ATL",WR,0,
"Keelan Marion WR • ATL",WR,0,
"Jahmal Banks WR • BAL",WR,0,
"Giles Jackson WR • PHI",WR,0,
"Emmanuel Henderson Jr. WR • SEA",WR,0,
"Hal Presley WR • TEN",WR,0,
"Malik Knowles WR • SF",WR,0,
"Marcus Rosemy-Jacksaint WR • PHI",WR,0,
"Devin Carter WR • CAR",WR,0,
"Tutu Atwell WR • MIA",WR,0,0.00
"Levi Wentz WR • PIT",WR,0,
"Devron Harper WR • MIN",WR,0,
"Kevin Austin Jr. WR • NO",WR,0,
"Jadakis Bonds WR • GB",WR,0,
"Shemar Bridges WR • BAL",WR,0,
"Caleb Scott WR • LV",WR,0,
"Hayden Hatten WR • SEA",WR,0,
"Kekoa Crawford WR • KC",WR,0,
"C.J. Johnson WR • SEA",WR,0,
"EJ Horton Jr. WR • IND",WR,0,
"Kelvin Harmon WR • DAL",WR,0,
"Bryan Thompson WR • BUF",WR,0,
"Alex Wesley WR • CHI",WR,0,
"Dillon Mitchell WR • MIN",WR,0,
"Kyle Sheets WR • KC",WR,0,
"Luke McCaffrey WR • WAS",WR,0,
"Bub Means WR • NO",WR,0,
"Malachi Fields WR • NYG",WR,0,
"Tyler Hudson WR • LAR",WR,0,
"Dan Chisena WR • CAR",WR,0,0.00
"Zachariah Branch WR • ATL",WR,0,
"Tyrell Shavers WR • BUF",WR,0,
"Taylor Grimes WR • DEN",WR,0,
"Tank Dell WR • HOU",WR,0,
"Keith Kirkwood WR • BAL",WR,0,0.00
"De'Zhaun Stribling WR • SF",WR,0,
"T.J. Simmons WR • TB",WR,0,
"Mitchell Tinsley WR • CIN",WR,0,
"Dontayvion Wicks WR • PHI",WR,0,
"Raylen Sharpe WR • IND",WR,0,
"JP Richardson WR • CHI",WR,0,
"Jadon Janke WR • GB",WR,0,
"Devin Gray WR • KC",WR,0,
"Bobo Beathard WR • ARI",WR,0,
"Rico Bussey WR • PIT",WR,0,
"Tre Mosley WR • CIN",WR,0,
"Arthur Williams WR • NYJ",WR,0,
"Michael Johnson WR • PHI",WR,0,
"Brennan Eagles WR • DAL",WR,0,
"John Metchie III WR • CAR",WR,0,
"Ja'Corey Brooks WR • WAS",WR,0,
"Bryant Mitchell WR • TB",WR,0,
"Terry Wright WR • MIA",WR,0,
"Deontez Alexander WR • SEA",WR,0,
"Kyrese Rowan WR • DEN",WR,0,
"Wan'Dale Robinson WR • TEN",WR,0,
"DeVonte Dedmon WR • MIA",WR,0,
"Tahj Washington WR • MIA",WR,0,
"Jerome Kapp WR • NYJ",WR,0,
"Damion Jeanpiere WR • CAR",WR,0,
"De'Quan Hampton WR • SEA",WR,0,
"Charles Holland WR • CIN",WR,0,
"Robert Lewis WR • MIN",WR,0,
"Marvin Harrison Jr. WR • ARI",WR,0,
"Ramel Keyton WR • TEN",WR,0,
"Tay Martin WR • DET",WR,0,
"Jalen McCleskey WR • NO",WR,0,
"Efton Chism III WR • NE",WR,0,
"Brycen Tremayne WR • CAR",WR,0,
"Noah Thomas WR • CIN",WR,0,
"Jalon Calhoun WR • DET",WR,0,
"Johnny Johnson III WR • HOU",WR,0,
"Jamal Custis WR • PIT",WR,0,
"Marcus Riley WR • NYJ",WR,0,
"Trishton Jackson WR • ARI",WR,0,
"KeAndre Lambert-Smith WR • LAC",WR,0,
"Phil Lutz WR • NE",WR,0,
"Kaden Wetjen WR • PIT",WR,0,
"Whop Philyor WR • MIN",WR,0,
"Jordan Hudson WR • DAL",WR,0,
"Mike Harley WR • MIA",WR,0,
"David Durden WR • DAL",WR,0,
"Shae Wyatt WR • SF",WR,0,
"Tyler Vaughns WR • PIT",WR,0,
"Brenen Thompson WR • LAC",WR,0,
"Jamoi Mayes WR • CIN",WR,0,
"KC Concepcion WR • CLE",WR,0,
"Jeremiah Webb WR • NE",WR,0,
"Josh Harper WR • LV",WR,0,
"Chandler Brayboy WR • JAC",WR,0,
"Casey Washington WR • ATL",WR,0,
"Dymere Miller WR • NYJ",WR,0,
"Johnny King WR • PHI",WR,0,
"Brelan Chancellor WR • PIT",WR,0,
"Mason Tipton WR • NO",WR,0,
"Jimmy Horn Jr. WR • CAR",WR,0,
"Sy Barnett WR • NO",WR,0,
"Ketron Jackson Jr. WR • LV",WR,0,
"Isaiah Winstead WR • NYJ",WR,0,
"Omar Bayless WR • KC",WR,0,
"Jesse Matthews WR • ATL",WR,0,
"Brennan Presley WR • LAR",WR,0,
"Dane Key WR • DEN",WR,0,
"Andrew Armstrong WR • KC",WR,0,
"Kobe Prentice WR • CAR",WR,0,
"Jackson Meeks WR • DET",WR,0,
"Willie Johnson WR • JAC",WR,0,
"Ty Fryfogle WR • KC",WR,0,
"Tez Johnson WR • TB",WR,0,
"Xavier Worthy WR • KC",WR,0,
"Drake Stoops WR • LAR",WR,0,
"Montorie Foster Jr. WR • SEA",WR,0,
"Quartney Davis WR • IND",WR,0,
"R.J. Starkey WR • GB",WR,0,
"Malik Williams WR • BUF",WR,0,
"Chris Blair WR • ATL",WR,0,
"KaVontae Turpin WR • DAL",WR,0,
"Jaaron Hayek WR • KC",WR,0,
"Nick DeGennaro WR • NE",WR,0,
"Corey Sutton WR • DET",WR,0,
"Chris Olave WR • NO",WR,0,
"Chris Coleman WR • MIA",WR,0,
"Sam Pinckney WR • CAR",WR,0,
"Rashid Shaheed WR • SEA",WR,0,
"Monaray Baldwin WR • MIA",WR,0,
"Jordan Whittington WR • LAR",WR,0,
"Ajou Ajou WR • IND",WR,0,
"Jeff Caldwell WR • KC",WR,0,
"Brenden Rice WR • GB",WR,0,
"Chase Cota WR • CLE",WR,0,
"Junior Bergen WR • SF",WR,0,
"Omari Kelly WR • CHI",WR,0,
"Daniel Jackson WR • HOU",WR,0,
"Tracy Moore WR • FA",WR,0,
"Trey Palmer WR • NO",WR,0,
"Emmanuel Butler WR • NO",WR,0,
"Derrick Johnson WR • NYG",WR,0,
"Treylon Burks WR • WAS",WR,0,
"Ryan Flournoy WR • DAL",WR,0,
"Montrell Washington WR • NYG",WR,0,
"Travis Toivonen WR • MIN",WR,0,
"Dax Milne WR • CAR",WR,0,0.00
"Zavion Thomas WR • CHI",WR,0,
"Juwan Green WR • KC",WR,0,
"Tai Felton WR • MIN",WR,0,
"Ainias Smith WR • CAR",WR,0,
"Eli Pancol WR • IND",WR,0,
"Aaron Bailey WR • BAL",WR,0,
"Justin Lockhart WR • KC",WR,0,
"Kisean Johnson WR • GB",WR,0,
"Javon Baker WR • SF",WR,0,
"Alec Pierce WR • IND",WR,0,
"Neil Pau'u WR • BUF",WR,0,
"John Hall WR • SEA",WR,0,
"Savon Scarver WR • CHI",WR,0,
"Marcus Simms WR • SEA",WR,0,
"Shaq Roland WR • CHI",WR,0,
"Roman Wilson WR • PIT",WR,0,
"Kyre Duplessis WR • DET",WR,0,
"Braylon Sanders WR • WAS",WR,0,
"Zay Flowers WR • BAL",WR,0,
"Key'Shawn Smith WR • KC",WR,0,
"Romello Brinson WR • DAL",WR,0,
"Travis Hunter WR • JAC",WR,0,
"Easop Winston WR • NYJ",WR,0,0.00
"Da'Quan Felton WR • NYJ",WR,0,
"Golden Tate WR • TEN",WR,0,
"Milton Williams WR • LV",WR,0,
"Barion Brown WR • NO",WR,0,
"Kenzel Doe WR • PIT",WR,0,
"Jonathan Brady WR • LV",WR,0,
"Jacoby Jones WR • WAS",WR,0,
"Xavier Malone WR • ATL",WR,0,
"Malik Heath WR • ATL",WR,0,
"Malick Meiga WR • CAR",WR,0,
"Jared Wayne WR • HOU",WR,0,
"Kearis Jackson WR • HOU",WR,0,
"Tyler Adams WR • IND",WR,0,
"Luther Burden III WR • CHI",WR,0,
"Jha'Quan Jackson WR • HOU",WR,0,
"Moose Muhammad III WR • CAR",WR,0,
"Charlie Jones WR • CIN",WR,0,
"Mario Williams WR • LAR",WR,0,
"DeVontres Dukes WR • DEN",WR,0,
"Anthony Gould WR • IND",WR,0,
"Jalen Wayne WR • GB",WR,0,
"Will Sheppard WR • GB",WR,0,
"Jameson Williams WR • DET",WR,0,
"Demeer Blankumsee WR • NE",WR,0,
"Jason Brownlee WR • KC",WR,0,
"Antoine Green WR • DET",WR,0,
"Malik Flowers WR • LV",WR,0,
"Blayne Taylor WR • IND",WR,0,
"Isaiah Hodgins WR • NYG",WR,0,0.00
"Jeff Foreman WR • LV",WR,0,
"Tyrone Broden WR • SEA",WR,0,
"Branden Mack WR • DEN",WR,0,
"Bug Howard WR • TB",WR,0,
"E.J. Williams Jr. WR • LV",WR,0,
"Kelvin McKnight WR • DEN",WR,0,
"Jalen Brooks WR • ARI",WR,0,
"Thayer Thomas WR • DEN",WR,0,
"Tylan Wallace WR • CLE",WR,0,0.00
"Tayvion Robinson WR • CAR",WR,0,
"Lucky Jackson WR • DET",WR,0,
"Jacob De Jesus WR • KC",WR,0,
"Dalen Cambre WR • NYG",WR,0,
"Xavier Smith WR • LAR",WR,0,
"Trevon Clark WR • BAL",WR,0,
"Tory Horton WR • SEA",WR,0,
"Malachi Carter WR • CIN",WR,0,
"Malik McClain WR • NYJ",WR,0,
"Tejhaun Palmer WR • ARI",WR,0,
"Carnell Tate WR • TEN",WR,0,
"DeAndre Thompkins WR • GB",WR,0,
"Avery Davis WR • DET",WR,0,
"Sage Surratt WR • ARI",WR,0,
"Adonai Mitchell WR • NYJ",WR,0,
"Dimitri Stanley WR • GB",WR,0,
"Puka Nacua WR • LAR",WR,0,
"Kole Wilson WR • CLE",WR,0,
"Davon Grayson WR • KC",WR,0,
"TJ Sheffield WR • TEN",WR,0,
"Keric Wheatfall WR • PHI",WR,0,
"JoJo Ward WR • ARI",WR,0,
"Daniel Sobkowicz WR • HOU",WR,0,
"Rakim Jarrett WR • PIT",WR,0,
"Josh Johnson WR • DET",WR,0,
"Moochie Dixon WR • NO",WR,0,
"JaQuae Jackson WR • LAC",WR,0,
"Dayton Wade WR • BAL",WR,0,
"Brandon Hayes WR • PHI",WR,0,
"Emanuel Hall WR • WAS",WR,0,
"Dylan Cantrell WR • WAS",WR,0,
"Ted Hurst WR • TB",WR,0,
"Michael Woods II WR • DEN",WR,0,
"Jalen Nailor WR • LV",WR,0,
"Jayden Reed WR • GB",WR,0,
"Kalil Pimpleton WR • NYG",WR,0,
"Josh Reese WR • PHI",WR,0,
"De'Mornay Pierson-El WR • DEN",WR,0,
"Jonathan Duhart WR • DET",WR,0,
"Jayden Higgins WR • HOU",WR,0,
"Tyler Snead WR • PIT",WR,0,
"Nate McCollum WR • ARI",WR,0,
"Samson Nacua WR • NO",WR,0,
"Xavier Hutchinson WR • HOU",WR,0,
"Bryce Ford-Wheaton WR • NYG",WR,0,
"Ladd McConkey WR • LAC",WR,0,
"Donaven McCulley WR • MIA",WR,0,
"Tyshaun James WR • ATL",WR,0,
"Chris Hilton Jr. WR • WAS",WR,0,
"Keon Coleman WR • BUF",WR,0,
"Dalton Schoen WR • KC",WR,0,
"Jacob Cowing WR • SF",WR,0,
"Tavonn Salter WR • ATL",WR,0,
"Garrett Greene WR • TB",WR,0,
"Darius Cooper WR • PHI",WR,0,
"Marcus Green WR • PHI",WR,0,
"Warren Jackson WR • LAR",WR,0,
"Joshua Cephus WR • JAC",WR,0,
"Keytaon Thompson WR • DET",WR,0,
"Chris Brazzell II WR • CAR",WR,0,
"Ja'Mori Maclin WR • BUF",WR,0,
"Jeret Smith WR • KC",WR,0,
"Rashod Owens WR • CIN",WR,0,
"Reggie White Jr. WR • NYG",WR,0,
"Octavian Smith Jr. WR • BAL",WR,0,
"Brock Rechsteiner WR • NO",WR,0,
"Derrick Dillon WR • CLE",WR,0,
"Henry Litwin WR • CHI",WR,0,
"Makai Lemon WR • PHI",WR,0,
"Taye Barber WR • TB",WR,0,
"Andrew Parchment WR • CAR",WR,0,
"Caleb Douglas WR • MIA",WR,0,
"Malik Nabers WR • NYG",WR,0,
"Javon McKinley WR • PIT",WR,0,
"DT Sheffield WR • NYJ",WR,0,
"Quentin Skinner WR • BUF",WR,0,
"Tre'Shaun Harrison WR • TEN",WR,0,
"Tyler Davis WR • MIA",WR,0,
"Stephon Robinson Jr. WR • ARI",WR,0,
"Tarik Black WR • DET",WR,0,0.00
"J.J. Jones WR • JAC",WR,0,
"Jalen Tolbert WR • MIA",WR,0,
"Aron Cruickshank WR • PIT",WR,0,
"Jhamon Ausbon WR • PHI",WR,0,
"Malcome Kennedy WR • NO",WR,0,
"Johnathon Johnson WR • WAS",WR,0,
"Calvin Austin III WR • NYG",WR,0,
"Sam Brown Jr. WR • GB",WR,0,
"Jack Bech WR • LV",WR,0,
"Austin Trammell WR • JAC",WR,0,0.00
"Zion Bowens WR • WAS",WR,0,
"Savion Williams WR • GB",WR,0,
"Tyjon Lindsey WR • SEA",WR,0,
"Ja'Kobi Lane WR • BAL",WR,0,
"Aleva Hifo WR • ARI",WR,0,
"Sincere Brown WR • LAC",WR,0,
"Devaughn Vele WR • NO",WR,0,
"Malik Benson WR • LV",WR,0,
"Duece Watts WR • PIT",WR,0,
"Devonte Robinson WR • GB",WR,0,
"Kolbe Katsis WR • DEN",WR,0,
"Isaiah Wooden WR • CLE",WR,0,
"Devontez Walker WR • BAL",WR,0,
"Milton Wright WR • LAC",WR,0,
"JaVonta Payton WR • ARI",WR,0,
"Nick Nash WR • WAS",WR,0,
"Omari Evans WR • KC",WR,0,
"Kaden Davis WR • CHI",WR,0,
"Jaray Jenkins WR • PIT",WR,0,
"Taylor Morin WR • PHI",WR,0,
"Jaden Smith WR • DAL",WR,0,
"Tyren Montgomery WR • TEN",WR,0,
"Calvin Jackson Jr. WR • MIA",WR,0,
"Andrei Iosivas WR • CIN",WR,0,
"Nick Easley WR • BUF",WR,0,
"Reggie Brown WR • KC",WR,0,
"Micah Simon WR • CAR",WR,0,
"DeVonte Christopher WR • FA",WR,0,
"Skyy Moore WR • GB",WR,0,
"Keshunn Abram WR • NYJ",WR,0,
"Brady Boyd WR • JAC",WR,0,
"Derius Davis WR • LAC",WR,0,
"Ja'Lynn Polk WR • NO",WR,0,
"CJ Williams WR • JAC",WR,0,
"Reggie Roberson Jr. WR • TEN",WR,0,
"Jordan Matthews WR • CAR",WR,0,0.00
"Dontario Drummond WR • DAL",WR,0,
"Thomas Hennigan WR • MIN",WR,0,
"Eric Rivers WR • TB",WR,0,
"Jack Sorenson WR • CIN",WR,0,
"Dalevon Campbell WR • LAC",WR,0,
"Miles Boykin WR • CHI",WR,0,0.00
"Austin Willis WR • DET",WR,0,
"Eli Stove WR • LAC",WR,0,
"Jeremy Gallon WR • LV",WR,0,
"Thyrick Pitts WR • GB",WR,0,
"Detrich Clark WR • ATL",WR,0,
"Dorian Singer WR • JAC",WR,0,
"Jerjuan Newton WR • DEN",WR,0,
"DaVaris Daniels WR • NE",WR,0,
"Troy Franklin WR • DEN",WR,0,
"Ben Patterson WR • JAC",WR,0,
"Jake Bobo WR • SEA",WR,0,
"Peter LeBlanc WR • CHI",WR,0,
"Kendrick Law WR • DET",WR,0,
"Kameron Brown WR • TB",WR,0,
"Xavier Guillory WR • BAL",WR,0,
"Garett Maag WR • MIN",WR,0,
"Malik Henry WR • NO",WR,0,
"John Hurst WR • IND",WR,0,
"Ja'seem Reed WR • CAR",WR,0,
"Ty James WR • MIN",WR,0,
"Christion Jones WR • MIA",WR,0,
"Tre Turner WR • LV",WR,0,
"Josh Jarboe WR • FA",WR,0,
"Trebor Pena WR • JAC",WR,0,
"Grant DuBose WR • BUF",WR,0,
"Papi White WR • TEN",WR,0,
"Davonte Allen WR • BUF",WR,0,
"Jazz Ferguson WR • SEA",WR,0,
"Cody Chrest WR • GB",WR,0,
"Lewis Bond WR • HOU",WR,0,
"Isaiah Weston WR • CLE",WR,0,
"Christian Watson WR • GB",WR,0,
"Malik Washington WR • MIA",WR,0,
"Matt Landers WR • TEN",WR,0,
"J. Michael Sturdivant WR • GB",WR,0,
"Lincoln Victor WR • DEN",WR,0,
"Tyler Kahmann WR • IND",WR,0,
"Xavier Legette WR • CAR",WR,0,
"Jordan Addison WR • MIN",WR,0,
"Roc Taylor WR • PIT",WR,0,
"Nsimba Webster WR • CHI",WR,0,0.00
"Bryce Oliver WR • TEN",WR,0,
"Lance McCutcheon WR • TEN",WR,0,
"Simi Fehoko WR • ARI",WR,0,0.00
"Cade McDonald WR • CLE",WR,0,
"Tyler Simmons WR • PIT",WR,0,
"Isaiah Williams WR • NYJ",WR,0,
"Felton Davis WR • KC",WR,0,
"Shedrick Jackson WR • LV",WR,0,
"Colbie Young WR • CIN",WR,0,
"Josh Downs WR • IND",WR,0,
"Tyler Scott WR • LAR",WR,0,
"Cornelius Johnson WR • BAL",WR,0,
"Kazmeir Allen WR • WAS",WR,0,
"Rashee Rice WR • KC",WR,0,
"Shawn Poindexter WR • SF",WR,0,
"Gabriel Benyard WR • BUF",WR,0,
"Ricky White III WR • SEA",WR,0,
"Lujuan Winningham WR • JAC",WR,0,
"Jimmy Holiday WR • KC",WR,0,
"Britain Covey WR • PHI",WR,0,
"Konata Mumpfield WR • LAR",WR,0,
"Chris Bell WR • MIA",WR,0,
"Ife Adeyi WR • PHI",WR,0,
"Khalil McClain WR • MIA",WR,0,
"A.J. Henning WR • MIA",WR,0,
"Elijah Cooks WR • NO",WR,0,
"Roderick Daniels Jr. WR • NO",WR,0,
"Andre Baccellia WR • ARI",WR,0,
"Tyler Harrell WR • NYJ",WR,0,
"Khalil Shakir WR • BUF",WR,0,
"Marvin Mims WR • DEN",WR,0,
"Winston Wright Jr. WR • CLE",WR,0,
"Dennis Houston WR • TB",WR,0,
"Elic Ayomanor WR • TEN",WR,0,
"Vinny Anthony II WR • ATL",WR,0,
"Jonathan Adams Jr. WR • DET",WR,0,
"Jalen Royals WR • KC",WR,0,
"Danny Davis WR • GB",WR,0,
"Anthony Ratliff-Williams WR • SEA",WR,0,
"Drake London WR • ATL",WR,0,
"Anthony Smith WR • DAL",WR,0,
"Will Pauling WR • SF",WR,0,
"Braydon Johnson WR • BUF",WR,0,
"Latreal Jones WR • TB",WR,0,
"Tim Jones WR • JAC",WR,0,
"T.J. Rahming WR • MIA",WR,0,
"Stanley Morgan WR • TEN",WR,0,0.00
"Denzel Boston WR • CLE",WR,0,
"Terique Owens WR • SF",WR,0,
"Dai'Jean Dixon WR • NO",WR,0,
"Josh Kelly WR • HOU",WR,0,
"Mason Kinsey WR • TEN",WR,0,0.00
"Malik Cunningham WR • DET",WR,0,
"Devante Davis WR • PHI",WR,0,
"Jaquarii Roberson WR • LAR",WR,0,
"Elijhah Badger WR • KC",WR,0,
"Phillip Brooks WR • KC",WR,0,
"JJ Laap WR • LAR",WR,0,
"Jake Herslow WR • SEA",WR,0,
"Dohnte Meyers WR • CIN",WR,0,
"Brian Thomas Jr. WR • JAC",WR,0,
"Gavin Holmes WR • TEN",WR,0,
"Matthew Golden WR • GB",WR,0,
"Isaiah Washington WR • BAL",WR,0,
"Jalen Walthall WR • NYJ",WR,0,
"Camden Brown WR • DAL",WR,0,
"DeAngelo Hardy WR • BAL",WR,0,
"Landon Parker WR • IND",WR,0,
"Irvin Charles WR • SEA",WR,0,
"T.J. Luther WR • CAR",WR,0,
"Siaosi Mariner WR • BAL",WR,0,
"Rome Odunze WR • CHI",WR,0,
"Daniel Arias WR • ARI",WR,0,
"Joseph Ngata WR • PHI",WR,0,
"Deion Burks WR • IND",WR,0,
"Antonio Williams WR • WAS",WR,0,
"Ke'Shawn Williams WR • CIN",WR,0,
"Trevion Thompson WR • TEN",WR,0,
"Zach D'Orazio WR • NE",WR,0,
"Nikko Remigio WR • KC",WR,0,
"Justyn Ross WR • KC",WR,0,
"Malik Taylor WR • DET",WR,0,0.00
"David Wallis WR • NE",WR,0,
"Derek Wright WR • CAR",WR,0,
"Lawrence Keys III WR • DET",WR,0,
"Curtis Samuel WR • BUF",WR,0,0.00
"Arian Smith WR • NYJ",WR,0,
"Emeka Egbuka WR • TB",WR,0,
"LaJohntay Wester WR • BAL",WR,0,
"Xavier Johnson WR • CIN",WR,0,
"John Jackson III WR • CHI",WR,0,
