Player,POS,Total FPTS,Avg FPTS
"Bucky Irving RB • TB",RB,53,5.30
"Kayshon Boutte WR • NE",WR,53,3.79
"Tucker Kraft TE • GB",TE,53,6.62
"Charlie Smyth K • NO",K,53,8.83
"Jayden Higgins WR • HOU",WR,52,3.06
"Tre Tucker WR • LV",WR,52,3.06
"Jets DST • NYJ",DST,52,3.06
"Chris Rodriguez Jr. RB • JAC",RB,51,3.92
"Kimani Vidal RB • LAC",RB,50,3.85
"Khalil Shakir WR • BUF",WR,50,3.12
"49ers DST • SF",DST,50,2.94
"Jake Browning QB • TB",QB,49,9.80
"Jordan Addison WR • MIN",WR,49,3.50
"Rashid Shaheed WR • SEA",WR,49,2.72
"Justin Jefferson WR • MIN",WR,49,2.88
"Dalton Kincaid TE • BUF",TE,49,4.08
"Kyler Murray QB • MIN",QB,48,9.60
"Theo Johnson TE • NYG",TE,48,3.20
"Bhayshul Tuten RB • JAC",RB,47,3.13
"Keenan Allen WR • LAC",WR,47,2.76
"Carson Wentz QB • MIN",QB,46,9.20
"Devin Singletary RB • NYG",RB,46,2.71
"Chimere Dike WR • TEN",WR,46,2.71
"Juwan Johnson TE • NO",TE,46,2.71
"John Parker Romo K • ATL",K,46,6.57
"Mark Andrews TE • BAL",TE,45,2.65
"Marvin Harrison Jr. WR • ARI",WR,44,3.67
"Marquise Brown WR • PHI",WR,44,2.75
"Darren Waller TE • MIA",TE,44,4.89
"Davis Mills QB • HOU",QB,42,7.00
"Dillon Gabriel QB • CLE",QB,42,4.20
"Jakobi Meyers WR • JAC",WR,42,2.62
"Dalton Schultz TE • HOU",TE,42,2.47
"Rachaad White RB • WAS",RB,41,2.41
"Chuba Hubbard RB • CAR",RB,41,2.73
"Ryan Flournoy WR • DAL",WR,41,2.56
"Isaac TeSlaa WR • DET",WR,41,2.41
"Zach Ertz TE • WAS",TE,41,3.15
"Tyrod Taylor QB • GB",QB,40,6.67
"Tory Horton WR • SEA",WR,40,5.00
"Pat Freiermuth TE • PIT",TE,40,2.35
"Tez Johnson WR • TB",WR,39,2.44
"Brian Thomas Jr. WR • JAC",WR,39,2.79
"Josh Downs WR • IND",WR,39,2.44
"Jalen Nailor WR • LV",WR,39,2.29
"Ty Johnson RB • BUF",RB,38,2.24
"Zonovan Knight RB • ARI",RB,38,3.17
"Terry McLaurin WR • WAS",WR,38,3.80
"Luther Burden III WR • CHI",WR,38,2.53
"Elic Ayomanor WR • TEN",WR,38,2.38
"Jake Tonges TE • SF",TE,38,2.24
"Oronde Gadsden II TE • LAC",TE,38,2.53
"Garrett Wilson WR • NYJ",WR,37,5.29
"Graham Gano K • NYG",K,37,7.40
"Aaron Jones RB • MIN",RB,36,3.00
"Emanuel Wilson RB • SEA",RB,36,2.12
"Keon Coleman WR • BUF",WR,36,2.77
"Sam LaPorta TE • DET",TE,36,4.00
"Malik Washington WR • MIA",WR,35,2.06
"Malik Willis QB • MIA",QB,34,8.50
"Brenton Strange TE • JAC",TE,34,2.83
"Dawson Knox TE • BUF",TE,34,2.00
"Demario Douglas WR • NE",WR,33,1.94
"Nick Chubb RB • HOU",RB,32,2.13
"Tyquan Thornton WR • KC",WR,32,2.29
"Mike Evans WR • SF",WR,32,4.00
"Jameis Winston QB • NYG",QB,31,10.33
"David Njoku TE • LAC",TE,31,2.58
"Ben Sauls K • NYG",K,31,10.33
"Younghoe Koo K • NYJ",K,31,5.17
"Jalen Coker WR • CAR",WR,30,2.73
"Jerry Jeudy WR • CLE",WR,30,1.76
"Riley Leonard QB • IND",QB,29,5.80
"Greg Dortch WR • DET",WR,29,2.42
"Cooper Kupp WR • SEA",WR,29,1.81
"Mack Hollins WR • NE",WR,29,1.93
"Chigoziem Okonkwo TE • WAS",TE,29,1.71
"Russell Wilson QB • NYG",QB,28,4.67
"Samaje Perine RB • CIN",RB,28,1.87
"Calvin Austin III WR • NYG",WR,28,2.00
"Xavier Hutchinson WR • HOU",WR,28,1.65
"T.J. Hockenson TE • MIN",TE,28,1.87
"Ollie Gordon II RB • MIA",RB,27,1.59
"Ray Davis RB • BUF",RB,27,1.59
"Chris Godwin WR • TB",WR,27,3.00
"Luke McCaffrey WR • WAS",WR,27,3.00
"Justice Hill RB • BAL",RB,26,2.60
"Isiah Pacheco RB • DET",RB,26,2.00
"Xavier Legette WR • CAR",WR,26,1.73
"Adonai Mitchell WR • NYJ",WR,26,1.62
"Darius Slayton WR • NYG",WR,26,1.86
"Marvin Mims WR • DEN",WR,26,1.73
"Noah Fant TE • NO",TE,26,1.73
"Josh Oliver TE • MIN",TE,26,1.73
"Philip Rivers QB • IND",QB,25,8.33
"Tyjae Spears RB • TEN",RB,25,1.92
"Tank Bigsby RB • PHI",RB,25,1.47
"KaVontae Turpin WR • DAL",WR,25,1.67
"Tyler Higbee TE • LAR",TE,25,2.50
"Terrance Ferguson TE • LAR",TE,25,1.79
"Dylan Sampson RB • CLE",RB,24,1.60
"Tyler Lockett WR • LV",WR,24,1.41
"Kyle Williams WR • NE",WR,24,1.41
"Quinn Ewers QB • MIA",QB,23,5.75
"Mitch Trubisky QB • TEN",QB,23,5.75
"Malik Nabers WR • NYG",WR,23,5.75
"Xavier Worthy WR • KC",WR,23,1.64
"Cade Otton TE • TB",TE,23,1.44
"Alvin Kamara RB • NO",RB,22,2.00
"Jaylin Noel WR • HOU",WR,22,1.29
"Andrei Iosivas WR • CIN",WR,22,1.29
"Devontez Walker WR • BAL",WR,22,1.83
"Tim Patrick WR • NYJ",WR,22,1.38
"Jonnu Smith TE • PIT",TE,22,1.29
"Jackson Hawes TE • BUF",TE,22,1.29
"Brady Cook QB • NYJ",QB,21,4.20
"Jaylen Wright RB • MIA",RB,21,2.10
"Davis Allen TE • LAR",TE,21,1.24
"Daniel Bellinger TE • TEN",TE,21,1.31
"Cole Kmet TE • CHI",TE,21,1.31
"Michael Carter RB • TEN",RB,20,1.54
"Malik Davis RB • DAL",RB,20,2.00
"Lucas Havrisik K • GB",K,20,6.67
"Tyler Huntley QB • BAL",QB,19,3.80
"Jeremy McNichols RB • WAS",RB,19,1.12
"Brian Robinson Jr. RB • ATL",RB,19,1.12
"Dontayvion Wicks WR • PHI",WR,19,1.36
"Ricky Pearsall WR • SF",WR,19,2.11
"Devaughn Vele WR • NO",WR,19,1.46
"DeAndre Hopkins WR • BAL",WR,19,1.12
"Connor Heyward TE • LV",TE,19,1.12
"Gunnar Helm TE • TEN",TE,19,1.19
"Matthew Wright K • BUF",K,19,4.75
"Emari Demercado RB • KC",RB,18,1.38
"Kendrick Bourne WR • ARI",WR,18,1.12
"John Metchie III WR • CAR",WR,18,1.12
"Isaiah Williams WR • NYJ",WR,18,1.20
"Kalif Raymond WR • CHI",WR,18,1.20
"Rashod Bateman WR • BAL",WR,18,1.38
"Cedric Tillman WR • CLE",WR,18,1.38
"Olamide Zaccheaus WR • ATL",WR,18,1.12
"Mike Gesicki TE • CIN",TE,18,1.38
"Devin Neal RB • NO",RB,17,1.70
"Jaylin Lane WR • WAS",WR,17,1.13
"Darnell Mooney WR • NYG",WR,17,1.13
"Tommy Tremble TE • CAR",TE,17,1.00
"Austin Hooper TE • ATL",TE,17,1.06
"Evan Engram TE • DEN",TE,17,1.06
"Mason Taylor TE • NYJ",TE,17,1.31
"Josh Johnson QB • CIN",QB,16,3.20
"Isaiah Davis RB • NYJ",RB,16,1.00
"Kyle Juszczyk RB • SF",RB,16,0.94
"David Sills WR • TB",WR,16,0.94
"Darnell Washington TE • PIT",TE,16,1.00
"Keaton Mitchell RB • LAC",RB,15,1.15
"Antonio Gibson RB • NE",RB,15,3.00
"Tyreek Hill WR • MIA",WR,15,3.75
"JuJu Smith-Schuster WR • NYG",WR,15,0.88
"Pat Bryant WR • DEN",WR,15,1.00
"Roman Wilson WR • PIT",WR,15,1.15
"Travis Hunter WR • JAC",WR,15,2.14
"Gunner Olszewski WR • NYG",WR,15,0.94
"Jude McAtamney K • NYG",K,15,3.75
"James Conner RB • ARI",RB,14,4.67
"George Holani RB • SEA",RB,14,1.27
"Mitchell Tinsley WR • CIN",WR,14,0.82
"Jahdae Walker WR • CHI",WR,14,1.56
"Tanner Hudson TE • CIN",TE,14,0.93
"Michael Mayer TE • LV",TE,14,1.08
"Isaiah Likely TE • NYG",TE,14,1.00
"Brock Wright TE • DET",TE,14,1.27
"Taysom Hill TE • NO",TE,14,1.08
"Brashard Smith RB • KC",RB,13,0.76
"Audric Estime RB • NO",RB,13,1.86
"Jahan Dotson WR • ATL",WR,13,0.76
"Dyami Brown WR • WAS",WR,13,0.93
"Hunter Renfrow WR • CAR",WR,13,2.17
"Christian Kirk WR • SF",WR,13,1.00
"Tre Harris WR • LAC",WR,13,0.76
"Tyrell Shavers WR • BUF",WR,13,0.76
"Demarcus Robinson WR • SF",WR,13,0.93
"Tutu Atwell WR • MIA",WR,13,1.30
"Greg Dulcich TE • MIA",TE,13,1.30
"Mitchell Evans TE • CAR",TE,13,0.76
"Mason Rudolph QB • PIT",QB,12,2.40
"C.J. Ham RB • MIN",RB,12,1.09
"Andrew Beck RB • NYJ",RB,12,0.71
"Jalen Tolbert WR • MIA",WR,12,0.92
"Van Jefferson WR • WAS",WR,12,0.75
"Chris Moore WR • BAL",WR,12,0.86
"Tyler Johnson WR • DAL",WR,12,1.00
"Jayden Reed WR • GB",WR,12,1.71
"Theo Wease Jr. WR • MIA",WR,12,4.00
"Luke Farrell TE • SF",TE,12,0.71
"Charlie Kolar TE • LAC",TE,12,0.71
"Hunter Long TE • JAC",TE,12,1.33
"Jaret Patterson RB • LAC",RB,11,1.83
"Calvin Ridley WR • TEN",WR,11,1.57
"Kendre Miller RB • NO",RB,10,1.43
"Jaydon Blue RB • DAL",RB,10,2.00
"Lil'Jordan Humphrey WR • DEN",WR,10,1.00
"Matthew Golden WR • GB",WR,10,0.71
"Kevin Austin Jr. WR • NO",WR,10,1.25
"Cody White WR • SEA",WR,10,1.00
"Elijah Arroyo TE • SEA",TE,10,0.77
"Ja'Tavion Sanders TE • CAR",TE,10,0.77
"Tanner McKee QB • PHI",QB,9,2.25
"Miles Sanders RB • DAL",RB,9,2.25
"Jaleel McLaughlin RB • DEN",RB,9,1.12
"Isaiah Hodgins WR • NYG",WR,9,1.29
"Treylon Burks WR • WAS",WR,9,1.12
"Elijah Moore WR • PHI",WR,9,1.00
"Adam Trautman TE • DEN",TE,9,0.53
"Braelon Allen RB • NYJ",RB,8,2.00
"Zavier Scott RB • MIN",RB,8,0.50
"Raheim Sanders RB • CLE",RB,8,2.00
"Jawhar Jordan RB • HOU",RB,8,2.00
"Hunter Luepke RB • DAL",RB,8,0.47
"Isaiah Bond WR • CLE",WR,8,0.50
"Kameron Johnson WR • TB",WR,8,0.47
"Efton Chism III WR • NE",WR,8,1.00
"Gabe Davis WR • BUF",WR,8,1.33
"Xavier Smith WR • LAR",WR,8,0.50
"Konata Mumpfield WR • LAR",WR,8,0.47
"Ben Sinnott TE • WAS",TE,8,0.50
"Brevyn Spann-Ford TE • DAL",TE,8,0.47
"Andy Dalton QB • PHI",QB,7,1.75
"Kene Nwangwu RB • NYJ",RB,7,0.58
"Terrell Jennings RB • NE",RB,7,1.00
"Brittain Brown RB • CHI",RB,7,2.33
"Ameer Abdullah RB • JAC",RB,7,0.54
"Dare Ogunbowale RB • HOU",RB,7,0.41
"Rasheen Ali RB • BAL",RB,7,0.47
"Shedrick Jackson WR • LV",WR,7,1.40
"Curtis Samuel WR • BUF",WR,7,1.17
"Savion Williams WR • GB",WR,7,0.58
"Brandin Cooks WR • BUF",WR,7,0.47
"Marquez Valdes-Scantling WR • DAL",WR,7,0.70
"Josh Palmer WR • BUF",WR,7,0.58
"Tylan Wallace WR • CLE",WR,7,0.50
"Drew Sample TE • CIN",TE,7,0.41
"Elijah Higgins TE • ARI",TE,7,0.41
"Jeremy Ruckert TE • NYJ",TE,7,0.41
"Kenny Pickett QB • CAR",QB,6,1.00
"Joe Milton III QB • DAL",QB,6,1.50
"Chris Oladokun QB • KC",QB,6,2.00
"Phil Mafah RB • DAL",RB,6,6.00
"Jalen McMillan WR • TB",WR,6,1.50
"Ryan Miller WR • NYG",WR,6,0.46
"Allen Lazard WR • NYJ",WR,6,0.60
"Michael Bandy WR • DEN",WR,6,1.50
"Ben Skowronek WR • PIT",WR,6,0.35
"KeAndre Lambert-Smith WR • LAC",WR,6,0.60
"Zay Jones WR • ARI",WR,6,0.75
"Ronnie Bell WR • NO",WR,6,3.00
"Charlie Jones WR • CIN",WR,6,0.43
"John FitzPatrick TE • GB",TE,6,0.40
"Josiah Deguara TE • ARI",TE,6,0.50
"Grant Calcaterra TE • PHI",TE,6,0.40
"Devin Culp TE • TB",TE,6,0.46
"Andrew Ogletree TE • IND",TE,6,0.40
"John Bates TE • WAS",TE,6,0.40
"Nate Adkins TE • DEN",TE,6,0.67
"David Martin-Robinson TE • TEN",TE,6,0.35
"Jack Stoll TE • CLE",TE,6,0.40
"Mo Alie-Cox TE • IND",TE,6,0.35
"Josh Whyle TE • GB",TE,6,0.75
"Quintin Morris TE • JAC",TE,6,0.43
"Trey Benson RB • ARI",RB,5,1.25
"Josh Reynolds WR • NYJ",WR,5,1.00
"Adam Thielen WR • PIT",WR,5,0.31
"Luke Musgrave TE • GB",TE,5,0.29
"Trey Lance QB • LAC",QB,4,1.00
"Cam Akers RB • SEA",RB,4,0.67
"Jack Bech WR • LV",WR,4,0.25
"Dante Pettis WR • NO",WR,4,0.50
"Noah Gray TE • KC",TE,4,0.25
"Julian Hill TE • NE",TE,4,0.29
"Cooper Rush QB • BAL",QB,3,0.75
"Christopher Brooks RB • GB",RB,3,0.18
"Brycen Tremayne WR • CAR",WR,3,0.19
"Ashton Dulin WR • IND",WR,3,0.25
"Malachi Corley WR • CLE",WR,3,0.23
"Tyler Conklin TE • DET",TE,3,0.23
"Max Brosmer QB • MIN",QB,2,0.29
"DJ Giddens RB • IND",RB,2,0.22
"Raheem Mostert RB • LV",RB,2,0.17
"British Brooks RB • HOU",RB,2,0.13
"Najee Harris RB • LAC",RB,2,0.67
"Austin Ekeler RB • WAS",RB,2,1.00
"Ray-Ray McCloud WR • NYG",WR,2,0.33
"Quentin Skinner WR • BUF",WR,2,2.00
"Noah Brown WR • WAS",WR,2,0.50
"Dont'e Thornton Jr. WR • LV",WR,2,0.13
"Jimmy Horn Jr. WR • CAR",WR,2,0.15
"Darius Cooper WR • PHI",WR,2,0.15
"Jordan Whittington WR • LAR",WR,2,0.12
"Malik Heath WR • ATL",WR,2,0.18
"Casey Washington WR • ATL",WR,2,0.29
"Eric Saubert TE • SEA",TE,2,0.18
"Luke Schoonmaker TE • DAL",TE,2,0.12
"Teddy Bridgewater QB • DET",QB,1,0.25
"Brandon Allen QB • NYG",QB,1,1.00
"Shane Buechele QB • BUF",QB,1,1.00
"Aidan O'Connell QB • LV",QB,1,1.00
"Will Shipley RB • PHI",RB,1,0.07
"Ronnie Rivers RB • LAR",RB,1,0.09
"Corey Kiner RB • ARI",RB,1,0.25
"Velus Jones Jr. RB • SEA",RB,1,0.12
"Trevor Etienne RB • CAR",RB,1,0.06
"LeQuint Allen RB • JAC",RB,1,0.06
"Tyler Badie RB • DEN",RB,1,0.06
"Khalil Herbert RB • NYJ",RB,1,0.14
"Jerome Ford RB • WAS",RB,1,0.08
"Nate Carter RB • ATL",RB,1,0.14
"Trayveon Williams RB • CLE",RB,1,0.14
"Julius Chestnut RB • TEN",RB,1,0.06
"Dareke Young WR • LV",WR,1,0.11
"D'Wayne Eskridge WR • MIA",WR,1,0.08
"Robbie Chosen WR • WAS",WR,1,0.33
"Jalen Brooks WR • ARI",WR,1,0.17
"Justin Watson WR • HOU",WR,1,0.33
"Jacoby Jones WR • WAS",WR,1,1.00
"Tahj Washington WR • MIA",WR,1,0.17
"Xavier Restrepo WR • TEN",WR,1,0.50
"Jonathan Mingo WR • DAL",WR,1,0.17
"Scott Miller WR • CHI",WR,1,0.08
"Tom Kennedy WR • DET",WR,1,0.17
"Mason Tipton WR • NO",WR,1,0.07
"Austin Trammell WR • JAC",WR,1,0.17
"Khadarel Hodge WR • ATL",WR,1,0.08
"Braxton Berrios WR • NYG",WR,1,0.25
"Jamari Thrash WR • CLE",WR,1,0.11
"Mason Kinsey WR • TEN",WR,1,0.10
"James Proche WR • TEN",WR,1,0.11
"Johnny Mundt TE • PHI",TE,1,0.06
"Kylen Granson TE • TEN",TE,1,0.06
"Will Dissly TE • LAC",TE,1,0.11
"Stone Smartt TE • PHI",TE,1,0.07
"Keleki Latu TE • BUF",TE,1,0.20
"Albert Okwuegbunam TE • LV",TE,1,1.00
"Anthony Firkser TE • WAS",TE,1,0.14
"Tanner Conner TE • NYG",TE,1,0.11
"Ian Thomas TE • LV",TE,1,0.07
"Emory Jones QB • ATL",QB,0,
"Nate Stanley QB • MIN",QB,0,
"Sam Ehlinger QB • DEN",QB,0,
"Case Keenum QB • CHI",QB,0,
"Luis Perez QB • LAC",QB,0,
"Jacob Clark QB • LV",QB,0,
"E.J. Perry QB • JAC",QB,0,
"Nolan Henderson QB • BAL",QB,0,
"Colby Suits QB • NYJ",QB,0,
"Griffin Neal QB • NO",QB,0,
"Joshua Dobbs QB • NE",QB,0,0.00
"Case Cookus QB • LAR",QB,0,
"Drew Lock QB • SEA",QB,0,0.00
"Chase Litton QB • JAC",QB,0,
"Jason Bean QB • IND",QB,0,
"Deshaun Watson QB • CLE",QB,0,
"Zach Wilson QB • NO",QB,0,0.00
"Graham Mertz QB • HOU",QB,0,
"Tim DeMorat QB • WAS",QB,0,
"Behren Morton QB • NE",QB,0,
"James Morgan QB • ARI",QB,0,
"Levi Lewis QB • SEA",QB,0,
"Ben Bryant QB • NYJ",QB,0,
"Brett Rypien QB • MIN",QB,0,0.00
"Joe Fagnano QB • BAL",QB,0,
"Jake Fromm QB • DET",QB,0,
"Ben DiNucci QB • DEN",QB,0,
"Josh Love QB • CAR",QB,0,
"Jake Haener QB • KC",QB,0,
"Gavin Hardison QB • MIA",QB,0,
"Tanner Morgan QB • MIN",QB,0,
"Anthony Gordon QB • KC",QB,0,
"Cody Fajardo QB • LV",QB,0,
"Clayton Thorson QB • NYG",QB,0,
"Manny Wilkins QB • GB",QB,0,
"Holton Ahlers QB • SEA",QB,0,
"Joey Aguilar QB • JAC",QB,0,
"Clayton Tune QB • GB",QB,0,0.00
"Matt Johnson QB • CIN",QB,0,
"Josh Woodrum QB • WAS",QB,0,
"Bryce Perkins QB • CAR",QB,0,
"Will Levis QB • TEN",QB,0,
"Zack Annexstad QB • TB",QB,0,
"Payton Thorne QB • CIN",QB,0,
"Connor Bazelak QB • TB",QB,0,
"Derek Carr QB • NO",QB,0,
"Phillip Sims QB • SEA",QB,0,
"Reid Sinnett QB • CIN",QB,0,
"Drew Anderson QB • ARI",QB,0,
"Jalon Daniels QB • TB",QB,0,
"Chevan Cordeiro QB • SEA",QB,0,
"Hunter Dekkers QB • NO",QB,0,
